Si (Silicon) - Palik

wavelength (microns), Im(eps)
0.100498, 0.461823
0.100398, 0.460647
0.100298, 0.459471
0.100199, 0.458295
0.100099, 0.457118
0.1, 0.455942
250, 0.0095648
200, 0.006833
166.7, 0.00492048
125, 0.00293948
100, 0.00198273
83.33, 0.00157274
71.43, 0.0012993
62.5, 0.00116263
50, 0
40, 0
30.3, 0
25, 0.000625878
20, 0.00195647
15, 0
14.5, 0
13.5, 0
10, 0.000462587
9, 0
8, 0.000104725
7, 0
6, 0
5, 1.36359e-06
4, 0
3.5, 0
3.4188, 0
3.3033, 0
3, 0
2.7144, 1.71965e-08
2.5, 0
2.4373, 0
2, 0
1.8, 0
1.696, 0
1.6, 0
1.532, 0
1.4, 0
1.372, 0
1.2, 0
1.144, 0
1.127, 9.83064e-05
1.078, 0.00039395
1.033, 0.00157476
0.9919, 0.00419975
0.9537, 0.00797557
0.9184, 0.0126304
0.8856, 0.0179095
0.8551, 0.0239703
0.8266, 0.03673
0.8157, 0.044172
0.8051, 0.044256
0.7948, 0.051758
0.7847, 0.05187
0.7749, 0.059424
0.7653, 0.059536
0.756, 0.067104
0.7469, 0.067248
0.738, 0.0749
0.7293, 0.07504
0.7208, 0.082742
0.7126, 0.082896
0.7045, 0.090672
0.6965, 0.098462
0.6888, 0.098696
0.6812, 0.09893
0.6738, 0.10682
0.6666, 0.11478
0.6595, 0.122784
0.6526, 0.123104
0.6458, 0.131172
0.6391, 0.13932
0.6326, 0.147516
0.6262, 0.171292
0.6199, 0.171864
0.6138, 0.188064
0.6078, 0.19655
0.6019, 0.19715
0.5961, 0.213624
0.5904, 0.23814
0.5848, 0.23898
0.5794, 0.215838
0.574, 0.24072
0.5687, 0.273768
0.5636, 0.258688
0.5585, 0.308332
0.5535, 0.260672
0.5486, 0.359832
0.5438, 0.361328
0.5391, 0.395808
0.5344, 0.3726
0.5299, 0.357674
0.5254, 0.442762
0.5209, 0.469952
0.5166, 0.5058
0.5123, 0.5082
0.5081, 0.61272
0.504, 0.564564
0.4999, 0.627508
0.4959, 0.63072
0.492, 0.668822
0.4881, 0.689986
0.4843, 0.728906
0.4806, 0.830208
0.4769, 0.79956
0.4732, 1.07184
0.4696, 1.0788
0.4661, 1.2119
0.4626, 1.19289
0.4592, 1.19158
0.4558, 1.20913
0.4525, 1.23637
0.4492, 1.39524
0.446, 1.40596
0.4428, 1.54948
0.4397, 1.62894
0.4366, 1.78747
0.4335, 1.80264
0.4305, 1.90741
0.4275, 2.01417
0.4246, 2.1138
0.4217, 2.30645
0.4189, 2.49319
0.4161, 2.63364
0.4133, 2.80944
0.4105, 3.07529
0.4078, 3.34847
0.4052, 3.56636
0.4025, 3.90003
0.4, 4.31118
0.3974, 4.70413
0.3949, 5.23853
0.3924, 5.90042
0.3899, 6.67366
0.3875, 7.63812
0.385, 8.83218
0.3827, 10.2951
0.3803, 12.1943
0.378, 14.6187
0.3757, 17.7118
0.3734, 21.4848
0.3712, 25.5405
0.369, 29.4946
0.3668, 32.9394
0.3647, 35.3492
0.3625, 36.3341
0.3604, 36.2904
0.3583, 35.5998
0.3563, 34.742
0.3542, 33.7722
0.3522, 33.09
0.3502, 32.5432
0.3483, 32.0827
0.3463, 31.8026
0.3444, 31.6701
0.3425, 31.566
0.3406, 31.4906
0.3388, 31.4322
0.3369, 31.4883
0.3351, 31.5547
0.3333, 31.6254
0.3315, 31.713
0.3297, 31.8947
0.328, 31.9977
0.3263, 32.2134
0.3246, 32.4338
0.3229, 32.6592
0.3212, 32.9902
0.3195, 33.239
0.3179, 33.6072
0.3163, 33.9814
0.3147, 34.3617
0.3131, 34.8395
0.3115, 35.3535
0.31, 35.9417
0.3084, 36.6095
0.3069, 37.3339
0.3054, 38.1319
0.3039, 39.0132
0.3024, 39.9492
0.3009, 40.9581
0.2995, 42.0316
0.298, 43.1506
0.2966, 44.2714
0.2952, 45.3509
0.2938, 46.2433
0.2924, 46.7569
0.291, 46.6799
0.2897, 45.7794
0.2883, 44.0879
0.287, 41.8694
0.2857, 39.5016
0.2844, 37.2916
0.2831, 35.2671
0.2818, 33.3466
0.2805, 31.5482
0.2792, 29.7862
0.278, 28.1124
0.2768, 26.4813
0.2755, 24.912
0.2743, 23.4415
0.2731, 22.0406
0.2719, 20.7537
0.2707, 19.6182
0.2695, 18.5997
0.2684, 17.6899
0.2672, 16.8885
0.2661, 16.208
0.2649, 15.6078
0.2638, 15.0928
0.2627, 14.629
0.2616, 14.2145
0.2605, 13.8338
0.2594, 13.4877
0.2583, 13.1944
0.2572, 12.9074
0.2562, 12.641
0.2551, 12.4101
0.2541, 12.1854
0.253, 11.9743
0.252, 11.802
0.251, 11.6266
0.25, 11.4771
0.249, 11.3337
0.248, 11.1941
0.247, 11.0866
0.246, 10.9885
0.245, 10.9108
0.2441, 10.8361
0.2431, 10.7739
0.2422, 10.7216
0.2412, 10.7025
0.2403, 10.6817
0.2394, 10.6674
0.2384, 10.659
0.2375, 10.6568
0.2366, 10.6406
0.2357, 10.6339
0.2348, 10.6068
0.2339, 10.5888
0.2331, 10.5173
0.2322, 10.4149
0.2313, 10.2791
0.2305, 10.1175
0.2296, 9.90277
0.2288, 9.70751
0.2279, 9.4872
0.2271, 9.26185
0.2263, 9.04096
0.2254, 8.84936
0.2246, 8.66583
0.2238, 8.48767
0.223, 8.3072
0.2222, 8.16684
0.2214, 7.99576
0.2206, 7.8793
0.2198, 7.74504
0.2191, 7.6293
0.2183, 7.49265
0.2175, 7.34432
0.2168, 7.2897
0.216, 7.18421
0.2153, 7.09863
0.2145, 6.97296
0.2138, 6.89997
0.213, 6.76995
0.2123, 6.68727
0.2116, 6.62302
0.2109, 6.49971
0.2101, 6.45901
0.2094, 6.34082
0.2087, 6.26168
0.208, 6.15885
0.2073, 6.06682
0.2066, 6.771
0.2066, 5.87618
0.1984, 5.59504
0.1907, 4.62462
0.1837, 3.90096
0.1771, 3.3418
0.171, 2.86752
0.1653, 2.48846
0.16, 2.1714
0.155, 1.912
0.1503, 1.6872
0.1459, 1.50696
0.1417, 1.34594
0.1378, 1.21844
0.134, 1.09968
0.1305, 1.00264
0.1272, 0.9222
0.124, 0.84456
0.121, 0.7788
0.1181, 0.72072
0.1153, 0.67276
0.1127, 0.63104
0.1102, 0.59274
0.1078, 0.55756
0.1055, 0.52318
0.1033, 0.494982
0.1012, 0.470016
0.09919, 0.44625
0.09724, 0.426496
0.09537, 0.408672
0.09357, 0.392544
0.09184, 0.37842
0.09017, 0.364226
0.08856, 0.35255
0.087, 0.341134
0.08551, 0.330048
0.08406, 0.320272
0.08266, 0.31008
0.0813, 0.299854
0.07999, 0.2907
0.07872, 0.280386
0.07749, 0.27186
0.0763, 0.262038
0.07514, 0.252396
0.07469, 0.249084
0.07424, 0.244834
0.0738, 0.242408
0.07293, 0.235024
0.07187, 0.22605
0.07085, 0.21726
0.06985, 0.20856
0.06888, 0.19929
0.06702, 0.18333
0.06526, 0.167564
0.065, 0.115938
0.064, 0.106
0.06358, 0.15176
0.063, 0.102114
0.062, 0.094689
0.061, 0.08732
0.06, 0.0793
0.059, 0.072732
0.058, 0.065688
0.057, 0.059969
0.056, 0.054675
0.055, 0.050443
0.054, 0.04589
0.053, 0.0421648
0.052, 0.0389136
0.051, 0.0365472
0.05, 0.0341636
0.049, 0.031898
0.048, 0.0304128
0.047, 0.0285868
0.046, 0.0273504
0.045, 0.0260384
0.044, 0.0253536
0.043, 0.0247842
0.042, 0.0242252
0.041, 0.023736
0.04, 0.023463
0.039, 0.0231528
0.038, 0.022656
0.037, 0.0221464
0.036, 0.0217558
0.035, 0.0212004
0.034, 0.0206338
0.033, 0.01836
0.032, 0.01924
0.031, 0.0186
0.03, 0.017803
0.029, 0.016956
0.028, 0.0159096
0.027, 0.0149464
0.026, 0.0139576
0.025, 0.012864
0.024, 0.0117608
0.023, 0.0107061
0.022, 0.00972
0.021, 0.00864736
0.02, 0.00768708
0.019, 0.00673652
0.018, 0.0058509
0.017, 0.00501904
0.016, 0.0042613
0.015, 0.00353508
0.014, 0.00286
0.0136, 0.0026208
0.0132, 0.0024528
0.013, 0.0023278
0.0128, 0.00225412
0.0126, 0.00210936
0.0125, 0.002068
0.0124, 0.00317856
0.0123, 0.0103
0.0122, 0.0492
0.01216, 0.0536628
0.01192, 0.0518758
0.01159, 0.0497458
0.01127, 0.0479864
0.01107, 0.0467118
0.01078, 0.0452362
0.01051, 0.0437816
0.01025, 0.0423389
0.009998, 0.0411065
0.009762, 0.039882
0.009537, 0.0386623
0.009322, 0.0374473
0.009116, 0.0364349
0.008856, 0.0352216
0.00867, 0.0342142
0.008434, 0.0330058
0.008266, 0.0322004
0.008051, 0.0311928
0.007847, 0.0301832
0.007653, 0.0287781
0.007469, 0.0287781
0.007293, 0.0253891
0.007125, 0.0239984
0.006965, 0.0226094
0.006812, 0.0212211
0.00663, 0.0198334
0.006491, 0.0187628
0.006325, 0.0174357
0.006168, 0.0162278
0.006018, 0.0151388
0.005876, 0.0141288
0.00574, 0.0131587
0.00561, 0.0122876
0.005462, 0.0113176
0.005344, 0.0106048
0.005209, 0.00981262
0.005081, 0.00907958
0.004959, 0.00840594
0.004843, 0.00781143
0.004732, 0.00725642
0.004609, 0.00668149
0.004508, 0.00622532
0.004396, 0.00572936
0.00429, 0.00531271
0.004188, 0.00491574
0.004092, 0.00455838
0.003986, 0.00418106
0.003899, 0.00388307
0.003803, 0.00358506
0.003712, 0.00330679
0.003625, 0.00304834
0.003532, 0.00280974
0.003453, 0.00261086
0.003369, 0.00239201
0.003289, 0.00221294
0.003212, 0.00203378
0.003131, 0.00187255
0.003054, 0.00172122
0.002987, 0.00159775
0.00291, 0.0014643
0.002844, 0.00135074
0.002774, 0.00124114
0.002707, 0.00114149
0.002643, 0.0010518
0.002583, 0.000972052
0.00252, 0.000892301
0.00246, 0.000820512
0.002403, 0.000756689
0.002344, 0.000692862
0.002287, 0.000636998
0.002234, 0.000587124
0.002179, 0.000537236
0.002127, 0.000493333
0.002077, 0.000453414
0.002026, 0.000415492
0.001977, 0.000381553
0.001931, 0.000351609
0.001884, 0.000321659
0.001839, 0.000295701
0.001797, 0.000271739
0.001754, 0.000249772
0.00171, 0.000227803
0.001671, 0.000209827
0.001631, 0.000193048
0.001592, 0.000176668
0.001554, 0.000162085
0.001516, 0.0001483
0.001479, 0.000135913
0.001445, 0.000124924
0.00141, 0.000114533
0.001376, 0.000104742
0.001343, 9.59495e-05
0.001312, 8.81559e-05
0.001281, 8.07615e-05
0.00125, 7.39666e-05
0.00122, 6.77708e-05
0.001191, 6.19746e-05
0.001162, 5.6778e-05
0.001134, 5.19808e-05
0.001108, 4.77832e-05
0.001081, 4.35855e-05
0.001055, 3.99874e-05
0.00103, 3.6589e-05
0.001005, 3.33905e-05
0.0009816, 3.05917e-05
0.0009581, 2.79928e-05
0.000935, 2.55938e-05
0.0009129, 2.33946e-05
0.0008906, 2.13953e-05
0.0008694, 1.96159e-05
0.0008492, 1.79765e-05
0.0008287, 1.64369e-05
0.0008087, 1.49774e-05
0.0007897, 1.36977e-05
0.0007705, 1.24781e-05
0.0007523, 1.13983e-05
0.0007345, 1.03986e-05
0.0007166, 9.47881e-06
0.0006997, 8.63901e-06
0.0006831, 7.8593e-06
0.0006665, 8.15944e-05
0.0006508, 7.51941e-05
0.0006351, 6.9194e-05
0.0006199, 6.37939e-05



