SiO2 (Glass) - Palik

wavelength (microns), Im(eps)
0.009, 0.0195089
0.0088, 0.0175419
0.0086, 0.0159732
0.0084, 0.0149948
0.0082, 0.0144117
0.008051, 0.0144175
0.007847, 0.013815
0.007653, 0.0130904
0.007469, 0.0122475
0.007293, 0.0114817
0.007125, 0.0107738
0.006965, 0.0101247
0.006812, 0.00955401
0.00663, 0.00886446
0.006491, 0.0083518
0.006325, 0.00774002
0.006168, 0.00720693
0.006018, 0.00669309
0.005876, 0.0062383
0.00574, 0.00580303
0.00561, 0.00540709
0.005462, 0.00497135
0.005344, 0.00465431
0.005209, 0.00429745
0.005081, 0.00398016
0.004959, 0.0036825
0.004843, 0.00340458
0.004732, 0.00316633
0.004609, 0.00290809
0.004508, 0.00270936
0.004396, 0.00249073
0.00429, 0.00231179
0.004188, 0.00213279
0.004092, 0.00197562
0.003986, 0.00181246
0.003899, 0.00168307
0.003803, 0.00154968
0.003712, 0.0014302
0.003625, 0.00132065
0.003532, 0.00121109
0.003453, 0.00112342
0.003369, 0.00103374
0.003289, 0.000952016
0.003212, 0.000878258
0.003131, 0.000806481
0.003054, 0.000740672
0.002987, 0.000686817
0.00291, 0.000628973
0.002844, 0.000579101
0.002774, 0.00053321
0.002707, 0.000489309
0.002643, 0.000451394
0.002583, 0.000415468
0.00252, 0.000381534
0.00246, 0.000351592
0.002403, 0.00032364
0.002344, 0.000297684
0.002287, 0.000992996
0.002234, 0.000915121
0.002179, 0.000839236
0.002127, 0.000771328
0.002077, 0.000711409
0.002026, 0.000653483
0.001977, 0.000601549
0.001931, 0.000553601
0.001884, 0.000507655
0.001839, 0.000465697
0.001797, 0.000429733
0.001754, 0.000395766
0.00171, 0.000361797
0.001671, 0.00033382
0.001631, 0.000307843
0.001592, 0.000281862
0.001554, 0.000257881
0.001516, 0.000235896
0.001479, 0.000215909
0.001445, 0.000198521
0.00141, 0.000182331
0.001376, 0.00016714
0.001343, 0.000153746
0.001312, 0.000141153
0.001281, 0.000129359
0.00125, 0.000118364
0.00122, 0.000108369
0.001191, 9.93732e-05
0.001162, 9.07764e-05
0.001134, 8.31792e-05
0.001108, 7.61817e-05
0.001081, 6.95847e-05
0.001055, 6.37866e-05
0.00103, 5.83883e-05
0.001005, 5.33899e-05
0.0009816, 4.89907e-05
0.0009581, 4.47919e-05
0.000935, 4.07931e-05
0.0009129, 3.7394e-05
0.0008906, 3.41949e-05
0.0008694, 3.11953e-05
0.0008492, 2.8596e-05
0.0008287, 2.61966e-05
0.0008087, 2.37969e-05
0.0007897, 2.17974e-05
0.0007705, 1.98778e-05
0.0007523, 1.8158e-05
0.0007345, 1.65983e-05
0.0007166, 1.51185e-05
0.0006997, 1.37988e-05
0.0006831, 1.25989e-05
0.0006665, 3.87965e-05
0.0006508, 3.55972e-05
0.0006351, 3.27974e-05
0.0006199, 2.99979e-05



