Si (Silicon) - Palik

wavelength (microns), Re(eps)
0.101102, -0.773528
0.101001, -0.769738
0.1009, -0.765948
0.100799, -0.762157
0.100699, -0.758367
0.100598, -0.754576
0.100498, -0.750786
0.100398, -0.746996
0.100298, -0.743205
0.100199, -0.739415
0.100099, -0.735625
0.1, -0.731834
250, 11.6691
200, 11.6725
166.7, 11.6759
125, 11.6827
100, 11.6861
83.33, 11.6896
71.43, 11.6909
62.5, 11.693
50, 11.6943
40, 11.6957
30.3, 11.6964
25, 11.6971
20, 11.6991
15, 11.7012
14.5, 11.7019
13.5, 11.7026
10, 11.7067
9, 11.7094
8, 11.7128
7, 11.7176
6, 11.7251
5, 11.7382
4, 11.7608
3.5, 11.7793
3.4188, 11.7834
3.3033, 11.7889
3, 11.8068
2.7144, 11.8288
2.5, 11.8501
2.4373, 11.857
2, 11.8956
1.8, 11.9564
1.696, 12.0021
1.6, 12.0478
1.532, 12.0993
1.4, 12.1634
1.372, 12.2549
1.2, 12.3855
1.144, 12.4574
1.127, 12.5047
1.078, 12.5961
1.033, 12.6935
0.9919, 12.7971
0.9537, 12.9068
0.9184, 13.0227
0.8856, 13.1435
0.8551, 13.2707
0.8266, 13.4909
0.8157, 13.5497
0.8051, 13.6013
0.7948, 13.6678
0.7847, 13.727
0.7749, 13.7937
0.7653, 13.8458
0.756, 13.8979
0.7469, 13.9576
0.738, 14.0249
0.7293, 14.0774
0.7208, 14.145
0.7126, 14.1977
0.7045, 14.2731
0.6965, 14.3412
0.6888, 14.4094
0.6812, 14.4779
0.6738, 14.554
0.6666, 14.6381
0.6595, 14.7223
0.6526, 14.7992
0.6458, 14.8839
0.6391, 14.9766
0.6326, 15.0696
0.6262, 15.155
0.6199, 15.2564
0.6138, 15.3501
0.6078, 15.4521
0.6019, 15.5466
0.5961, 15.6492
0.5904, 15.7521
0.5848, 15.8634
0.5794, 15.9753
0.574, 16.0952
0.5687, 16.2075
0.5636, 16.3367
0.5585, 16.4578
0.5535, 16.5883
0.5486, 16.718
0.5438, 16.8573
0.5391, 16.9968
0.5344, 17.1376
0.5299, 17.2954
0.5254, 17.4445
0.5209, 17.6033
0.5166, 17.7626
0.5123, 17.9316
0.5081, 18.0998
0.504, 18.2884
0.4999, 18.4675
0.4959, 18.6571
0.492, 18.8557
0.4881, 19.0644
0.4843, 19.274
0.4806, 19.4922
0.4769, 19.7233
0.4732, 19.9308
0.4696, 20.1906
0.4661, 20.4305
0.4626, 20.7126
0.4592, 20.987
0.4558, 21.2811
0.4525, 21.5862
0.4492, 21.8989
0.446, 22.2373
0.4428, 22.5644
0.4397, 22.9248
0.4366, 23.3043
0.4335, 23.7022
0.4305, 24.1294
0.4275, 24.5703
0.4246, 25.0456
0.4217, 25.5314
0.4189, 26.0423
0.4161, 26.6019
0.4133, 27.1969
0.4105, 27.836
0.4078, 28.5138
0.4052, 29.2682
0.4025, 30.047
0.4, 30.8751
0.3974, 31.7947
0.3949, 32.7856
0.3924, 33.8739
0.3899, 35.064
0.3875, 36.3509
0.385, 37.7444
0.3827, 39.2276
0.3803, 40.7353
0.378, 42.1301
0.3757, 43.2683
0.3734, 43.73
0.3712, 43.1383
0.369, 41.4767
0.3668, 38.7714
0.3647, 35.1924
0.3625, 31.4965
0.3604, 28.1955
0.3583, 25.6188
0.3563, 23.6864
0.3542, 22.412
0.3522, 21.4152
0.3502, 20.6753
0.3483, 20.0963
0.3463, 19.5925
0.3444, 19.1075
0.3425, 18.6781
0.3406, 18.3033
0.3388, 17.9612
0.3369, 17.5804
0.3351, 17.2207
0.3333, 16.8716
0.3315, 16.5532
0.3297, 16.1621
0.328, 15.8737
0.3263, 15.5418
0.3246, 15.2186
0.3229, 14.904
0.3212, 14.5324
0.3195, 14.2543
0.3179, 13.9378
0.3163, 13.628
0.3147, 13.3252
0.3131, 13.0106
0.3115, 12.6362
0.31, 12.2335
0.3084, 11.8277
0.3069, 11.3419
0.3054, 10.7756
0.3039, 10.1172
0.3024, 9.36796
0.3009, 8.42475
0.2995, 7.31638
0.298, 5.9783
0.2966, 4.34308
0.2952, 2.37222
0.2938, -0.067319
0.2924, -2.93153
0.291, -6.12934
0.2897, -9.45548
0.2883, -12.4106
0.287, -14.7679
0.2857, -16.3333
0.2844, -17.4503
0.2831, -18.2164
0.2818, -18.8239
0.2805, -19.2877
0.2792, -19.6102
0.278, -19.8124
0.2768, -19.8867
0.2755, -19.8193
0.2743, -19.6392
0.2731, -19.3437
0.2719, -18.9332
0.2707, -18.4562
0.2695, -17.9315
0.2684, -17.3548
0.2672, -16.7922
0.2661, -16.2369
0.2649, -15.7041
0.2638, -15.1896
0.2627, -14.7154
0.2616, -14.2798
0.2605, -13.8489
0.2594, -13.45
0.2583, -13.0835
0.2572, -12.7297
0.2562, -12.4008
0.2551, -12.0893
0.2541, -11.7709
0.253, -11.5046
0.252, -11.2254
0.251, -10.9598
0.25, -10.695
0.249, -10.465
0.248, -10.2443
0.247, -10.0203
0.246, -9.81939
0.245, -9.62777
0.2441, -9.4445
0.2431, -9.29
0.2422, -9.14013
0.2412, -8.99208
0.2403, -8.89465
0.2394, -8.79437
0.2384, -8.7244
0.2375, -8.66794
0.2366, -8.65105
0.2357, -8.65424
0.2348, -8.68349
0.2339, -8.74937
0.2331, -8.82381
0.2322, -8.92019
0.2313, -9.01475
0.2305, -9.08742
0.2296, -9.16611
0.2288, -9.19486
0.2279, -9.21744
0.2271, -9.18623
0.2263, -9.16072
0.2254, -9.1076
0.2246, -9.05146
0.2238, -8.98589
0.223, -8.89163
0.2222, -8.81976
0.2214, -8.72343
0.2206, -8.65088
0.2198, -8.54928
0.2191, -8.45598
0.2183, -8.4002
0.2175, -8.29214
0.2168, -8.24178
0.216, -8.1685
0.2153, -8.1093
0.2145, -8.0724
0.2138, -7.98834
0.213, -7.89846
0.2123, -7.86034
0.2116, -7.81562
0.2109, -7.73843
0.2101, -7.71944
0.2094, -7.63447
0.2087, -7.48961
0.208, -7.57302
0.2073, -7.49989
0.2066, -8.0704
0.2066, -7.44218
0.1984, -7.41508
0.1907, -6.73549
0.1837, -6.08486
0.1771, -5.53738
0.171, -5.00048
0.1653, -4.56713
0.16, -4.14271
0.155, -3.77152
0.1503, -3.41286
0.1459, -3.141
0.1417, -2.84158
0.1378, -2.62091
0.134, -2.3753
0.1305, -2.16988
0.1272, -2.00138
0.124, -1.81076
0.121, -1.65538
0.1181, -1.5058
0.1153, -1.38682
0.1127, -1.27162
0.1102, -1.16081
0.1078, -1.05443
0.1055, -0.953019
0.1033, -0.86132
0.1012, -0.777188
0.09919, -0.7006
0.09724, -0.628353
0.09537, -0.5607
0.09357, -0.497383
0.09184, -0.439571
0.09017, -0.385968
0.08856, -0.335256
0.087, -0.289488
0.08551, -0.245385
0.08406, -0.205065
0.08266, -0.167684
0.0813, -0.131472
0.07999, -0.098171
0.07872, -0.066352
0.07749, -0.036211
0.0763, -0.00724
0.07514, 0.019197
0.07469, 0.028987
0.07424, 0.039312
0.0738, 0.0504
0.07293, 0.069993
0.07187, 0.093296
0.07085, 0.116451
0.06985, 0.137431
0.06888, 0.159064
0.06702, 0.199504
0.06526, 0.237627
0.065, 0.2504
0.064, 0.2709
0.06358, 0.274164
0.063, 0.292752
0.062, 0.314517
0.061, 0.342624
0.06, 0.367875
0.059, 0.389765
0.058, 0.412135
0.057, 0.432211
0.056, 0.453985
0.055, 0.476149
0.054, 0.49738
0.053, 0.520431
0.052, 0.542472
0.051, 0.564914
0.05, 0.586259
0.049, 0.604864
0.048, 0.626895
0.047, 0.644492
0.046, 0.662314
0.045, 0.678726
0.044, 0.695325
0.043, 0.710433
0.042, 0.727407
0.041, 0.73941
0.04, 0.754979
0.039, 0.768955
0.038, 0.783061
0.037, 0.797295
0.036, 0.808055
0.035, 0.820699
0.034, 0.833441
0.033, 0.842624
0.032, 0.855517
0.031, 0.8648
0.03, 0.877879
0.029, 0.887283
0.028, 0.896738
0.027, 0.906242
0.026, 0.913883
0.025, 0.921555
0.024, 0.929259
0.023, 0.936993
0.022, 0.944759
0.021, 0.952556
0.02, 0.956469
0.019, 0.964312
0.018, 0.970216
0.017, 0.976138
0.016, 0.982076
0.015, 0.986046
0.014, 0.999998
0.0136, 1.01606
0.0132, 1.04448
0.013, 1.0609
0.0128, 1.06915
0.0126, 1.06915
0.0125, 1.06915
0.0124, 1.06502
0.0123, 1.06088
0.0122, 1.05005
0.01216, 1.04809
0.01192, 1.02592
0.01159, 1.01344
0.01127, 1.00724
0.01107, 1.00426
0.01078, 1.00109
0.01051, 0.998681
0.01025, 0.996673
0.009998, 0.995041
0.009762, 0.993709
0.009537, 0.992536
0.009322, 0.991543
0.009116, 0.990665
0.008856, 0.989632
0.00867, 0.988933
0.008434, 0.988059
0.008266, 0.987456
0.008051, 0.986597
0.007847, 0.98556
0.007653, 0.984548
0.007469, 0.984548
0.007293, 0.983424
0.007125, 0.983263
0.006965, 0.98322
0.006812, 0.983235
0.00663, 0.983309
0.006491, 0.98336
0.006325, 0.98357
0.006168, 0.983838
0.006018, 0.984125
0.005876, 0.98439
0.00574, 0.984734
0.00561, 0.985097
0.005462, 0.98556
0.005344, 0.985941
0.005209, 0.986382
0.005081, 0.986803
0.004959, 0.987243
0.004843, 0.987663
0.004732, 0.988082
0.004609, 0.988562
0.004508, 0.988941
0.004396, 0.98938
0.00429, 0.989799
0.004188, 0.990198
0.004092, 0.990577
0.003986, 0.990996
0.003899, 0.991335
0.003803, 0.991714
0.003712, 0.992053
0.003625, 0.992392
0.003532, 0.992731
0.003453, 0.99303
0.003369, 0.99335
0.003289, 0.993649
0.003212, 0.993908
0.003131, 0.994208
0.003054, 0.994467
0.002987, 0.994706
0.00291, 0.994966
0.002844, 0.995185
0.002774, 0.995405
0.002707, 0.995624
0.002643, 0.995824
0.002583, 0.996004
0.00252, 0.996203
0.00246, 0.996383
0.002403, 0.996543
0.002344, 0.996723
0.002287, 0.996862
0.002234, 0.997022
0.002179, 0.997162
0.002127, 0.997302
0.002077, 0.997422
0.002026, 0.997561
0.001977, 0.997661
0.001931, 0.997781
0.001884, 0.997881
0.001839, 0.997981
0.001797, 0.998083
0.001754, 0.998177
0.00171, 0.998269
0.001671, 0.998349
0.001631, 0.998429
0.001592, 0.998507
0.001554, 0.998578
0.001516, 0.99865
0.001479, 0.998716
0.001445, 0.998776
0.00141, 0.998836
0.001376, 0.998894
0.001343, 0.998948
0.001312, 0.999
0.001281, 0.999048
0.00125, 0.999096
0.00122, 0.99914
0.001191, 0.999182
0.001162, 0.999224
0.001134, 0.999262
0.001108, 0.999298
0.001081, 0.999334
0.001055, 0.999368
0.00103, 0.9994
0.001005, 0.99943
0.0009816, 0.999458
0.0009581, 0.999486
0.000935, 0.999512
0.0009129, 0.999538
0.0008906, 0.999562
0.0008694, 0.999584
0.0008492, 0.999606
0.0008287, 0.999628
0.0008087, 0.999648
0.0007897, 0.999668
0.0007705, 0.999688
0.0007523, 0.999708
0.0007345, 0.999726
0.0007166, 0.999748
0.0006997, 0.99977
0.0006831, 0.999823
0.0006665, 0.999864
0.0006508, 0.999844
0.0006351, 0.999826
0.0006199, 0.99981



